"Time","212042","","212042","","212042","",""
"and","10.00","","141.00","","2030.00","",""
"Date","Rainfall (mm)","","Discharge (ML/d)","","Turbidity (NTU)","",""
"Date and time","Total","Quality","Mean","Quality","Mean","Quality","Comments"
00:00:00 25/11/2010,        0.00,    100,      14.601,    140,"",    255, 
00:00:00 26/11/2010,        0.00,    100,      13.595,    140,"",    255, 
00:00:00 27/11/2010,        0.00,    100,      12.326,    140,"",    255, 
00:00:00 28/11/2010,        0.00,    100,      11.805,    140,"",    255, 
00:00:00 29/11/2010,        7.50,    100,      22.317,    140,"",    255, 
00:00:00 30/11/2010,       24.50,    100,      59.020,    140,"",    255, 
00:00:00 01/12/2010,       17.50,    100,      65.886,    140,"",    255, 
00:00:00 02/12/2010,       28.00,    100,    1605.435,    140,"",    255, 
00:00:00 03/12/2010,        0.00,    100,     471.962,    140,"",    255, 
00:00:00 04/12/2010,       58.50,    100,     891.933,    140,"",    255, 
00:00:00 05/12/2010,       14.50,    100,    1391.568,    140,"",    255, 
00:00:00 06/12/2010,        0.00,    100,     664.584,    140,"",    255, 
00:00:00 07/12/2010,        0.00,    100,     160.097,    130,"",    255, 
00:00:00 08/12/2010,        0.00,    100,     122.755,    130,"",    255, 
00:00:00 09/12/2010,        0.00,    100,      92.642,    130,"",    255, 
00:00:00 10/12/2010,        6.50,    100,      82.943,    130,"",    255, 
00:00:00 11/12/2010,        4.00,    100,      98.214,    130,"",    255, 
00:00:00 12/12/2010,        0.00,    100,      68.834,    130,"",    255, 
00:00:00 13/12/2010,        0.00,    100,      56.216,    130,"",    255, 
00:00:00 14/12/2010,        0.00,    100,      48.713,    130,"",    255, 
00:00:00 15/12/2010,        0.00,    100,      42.498,    130,"",    255, 
00:00:00 16/12/2010,        0.00,    100,      40.929,    130,"",    255, 
00:00:00 17/12/2010,        6.50,    100,      45.522,    130,"",    255, 
00:00:00 18/12/2010,        0.00,    100,      40.582,    130,"",    255, 
00:00:00 19/12/2010,        3.00,    100,      41.312,    130,"",    255, 
00:00:00 20/12/2010,       13.50,    100,      58.136,    130,"",    255, 
00:00:00 21/12/2010,        0.50,    100,      57.276,    130,"",    255, 
00:00:00 22/12/2010,        0.00,    100,      37.411,    130,"",    255, 
00:00:00 23/12/2010,        0.00,    100,      32.165,    130,"",    255, 
00:00:00 24/12/2010,        0.00,    100,      28.854,    130,"",    255, 
