id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
601,15/07/2016,0,38.457,2,0.445
602,16/07/2016,0,31.707,1.5,0.367
603,17/07/2016,0,27.893,0.8,0.323
604,18/07/2016,0.5,28.119,0.7,0.325
605,19/07/2016,0,26.929,0.5,0.312
606,20/07/2016,1,24.671,0.3,0.286
607,21/07/2016,41,571.863,71.3,6.619
608,22/07/2016,0,206.636,14.4,2.392
609,23/07/2016,13.5,92.043,6.7,1.065
610,24/07/2016,5.5,187.02,61.7,2.165
611,25/07/2016,0,74.669,5.7,0.864
612,26/07/2016,1.5,66.757,5.3,0.773
613,27/07/2016,0,52.534,3.3,0.608
614,28/07/2016,1.5,48.459,3.9,0.561
615,29/07/2016,0,42.072,2.4,0.487
616,30/07/2016,0,38.087,1.8,0.441
617,31/07/2016,0,34.888,2.4,0.404
618,1/08/2016,0,33.34,1.3,0.386
619,2/08/2016,0.5,29.98,1,0.347
620,3/08/2016,25.5,93.225,20.4,1.079
621,4/08/2016,2,134.018,22,1.551
622,5/08/2016,3.5,75.138,6.6,0.87
623,6/08/2016,3,99.842,9.9,1.156
624,7/08/2016,0,76.194,4.7,0.882
625,8/08/2016,0,60.593,3.6,0.701
626,9/08/2016,0,53.274,4,0.617
627,10/08/2016,0,46.468,3.2,0.538
628,11/08/2016,0,44.336,3,0.513
629,12/08/2016,0,39.305,2.6,0.455
630,13/08/2016,0,35.031,2.5,0.405
631,14/08/2016,0,33.929,2.5,0.393
632,15/08/2016,0,31.707,2.3,0.367
633,16/08/2016,0,31.656,2.6,0.366
634,17/08/2016,0,28.112,2.3,0.325
635,18/08/2016,0,27.971,3.1,0.324
636,19/08/2016,0,24.797,2.6,0.287
637,20/08/2016,2,27.508,2.9,0.318
638,21/08/2016,1.5,36.955,5.9,0.428
639,22/08/2016,0,26.767,2.6,0.31
640,23/08/2016,8,27.469,5.5,0.318
641,24/08/2016,0,34.349,9,0.398
642,25/08/2016,21.5,68.273,24.8,0.79
643,26/08/2016,0.5,85.006,34.7,0.984
644,27/08/2016,0,43.986,5,0.509
645,28/08/2016,0,34.037,3.6,0.394
646,29/08/2016,0,33.461,2.7,0.387
647,30/08/2016,0,31.831,2.8,0.368
648,31/08/2016,0,27.647,8.9,0.32
649,1/09/2016,3.5,30.517,4.2,0.353
650,2/09/2016,3.5,27.696,5.7,0.321
651,3/09/2016,32.5,1314.055,36.1,15.209
652,4/09/2016,5.5,464.186,32.9,5.373
653,5/09/2016,0,87.684,8.9,1.015
654,6/09/2016,0,59.784,7,0.692
655,7/09/2016,0,45.458,5.6,0.526
656,8/09/2016,0,42.408,5,0.491
657,9/09/2016,0,37.871,4.8,0.438
658,10/09/2016,0,36.349,4.8,0.421
659,11/09/2016,6.5,60.3,15.1,0.698
660,12/09/2016,0,37.564,5.5,0.435
661,13/09/2016,0,31.377,4.5,0.363
662,14/09/2016,0.5,29.748,4.1,0.344
663,15/09/2016,2.5,32.919,4.5,0.381
664,16/09/2016,0,29.77,4.1,0.345
665,17/09/2016,0.5,27.253,3.5,0.315
666,18/09/2016,0,24.984,3.3,0.289
667,19/09/2016,22.5,94.746,30.1,1.097
668,20/09/2016,0,87.329,23.2,1.011
669,21/09/2016,0,43.173,5.8,0.5
670,22/09/2016,9,54.528,10.1,0.631
671,23/09/2016,2,55.578,13.3,0.643
672,24/09/2016,0.5,39.134,6.8,0.453
673,25/09/2016,0,37.416,5,0.433
674,26/09/2016,2.5,37.991,5,0.44
675,27/09/2016,0,34.569,5.4,0.4
676,28/09/2016,0,31.535,4.8,0.365
677,29/09/2016,0,28.78,4.3,0.333
678,30/09/2016,6,41.24,12.5,0.477
679,1/10/2016,2,36.853,16.5,0.427
680,2/10/2016,0.5,35.997,7,0.417
681,3/10/2016,0,28.857,4.7,0.334
682,4/10/2016,0.5,27.722,4.6,0.321
683,5/10/2016,6.5,25.257,5.5,0.292
684,6/10/2016,1,38.313,11.3,0.443
685,7/10/2016,0,22.784,4.2,0.264
686,8/10/2016,0,20.575,3.8,0.238
687,9/10/2016,0,20.387,4.2,0.236
688,10/10/2016,0,18.995,4.4,0.22
689,11/10/2016,2.5,16.906,4.7,0.196
690,12/10/2016,4,24.315,10.5,0.281
691,13/10/2016,0,15.637,8.1,0.181
692,14/10/2016,0.5,16.644,10.5,0.193
693,15/10/2016,0,15.067,9,0.174
694,16/10/2016,0,14.083,7.3,0.163
695,17/10/2016,0,13.929,8.4,0.161
696,18/10/2016,8.5,27.042,16.2,0.313
697,19/10/2016,0,17.611,11.7,0.204
698,20/10/2016,0,15.484,6.6,0.179
699,21/10/2016,0,14.26,7.4,0.165
700,22/10/2016,5.5,13.747,9.8,0.159
701,23/10/2016,7.5,46.857,37.6,0.542
702,24/10/2016,0,19.535,13.6,0.226
703,25/10/2016,0,15.045,11.9,0.174
704,26/10/2016,0,13.559,10.6,0.157
705,27/10/2016,0,12.894,10.9,0.149
706,28/10/2016,0,12.234,7.6,0.142
707,29/10/2016,0,11.997,3.7,0.139
708,30/10/2016,0.5,12.09,4,0.14
709,31/10/2016,6.5,14.984,6.8,0.173
710,1/11/2016,1.5,24.481,15.3,0.283
711,2/11/2016,0,12.987,6.3,0.15
712,3/11/2016,0,8.488,4,0.098
713,4/11/2016,0,7.9,4.3,0.091
714,5/11/2016,0,10.51,4.8,0.122
715,6/11/2016,0,10.06,4.2,0.116
716,7/11/2016,0,9.811,4.3,0.114
717,8/11/2016,0,9.514,4.2,0.11
718,9/11/2016,5.5,8.26,6.6,0.096
719,10/11/2016,0.5,10.47,6,0.121
720,11/11/2016,0,7.397,3.2,0.086
721,12/11/2016,0,6.075,3.1,0.07
722,13/11/2016,28.5,81.709,61.7,0.946
723,14/11/2016,0,20.242,9.7,0.234
724,15/11/2016,0.5,13.771,4.7,0.159
725,16/11/2016,0,13.101,3.6,0.152
726,17/11/2016,0,10.765,3.2,0.125
727,18/11/2016,0,9.312,3,0.108
728,19/11/2016,0,8.074,3.1,0.093
729,20/11/2016,10.5,14.267,8.3,0.165
730,21/11/2016,1,21.933,17.6,0.254
731,22/11/2016,0,10.438,3.1,0.121
732,23/11/2016,0,8.785,2.9,0.102
733,24/11/2016,0,7.988,2.9,0.092
734,25/11/2016,0,7.839,2.9,0.091
735,26/11/2016,0,7.567,3.1,0.088
736,27/11/2016,0,6.902,2.9,0.08
737,28/11/2016,0,6.754,3.4,0.078
738,29/11/2016,0,7.061,3.1,0.082
739,30/11/2016,0,4.748,3,0.055
740,1/12/2016,2,6.826,3,0.079
741,2/12/2016,0,8.484,4.1,0.098
742,3/12/2016,0,6.656,3.1,0.077
743,4/12/2016,0,6.384,2.7,0.074
744,5/12/2016,0,6.206,2.8,0.072
745,6/12/2016,2,8.61,3.9,0.1
746,7/12/2016,1,6.973,3.3,0.081
747,8/12/2016,3.5,11.41,5.1,0.132
748,9/12/2016,0,7.079,3.2,0.082
749,10/12/2016,0,6.072,2.7,0.07
750,11/12/2016,0,5.849,2.6,0.068
751,12/12/2016,0,5.459,2.8,0.063
752,13/12/2016,0,5.88,2.6,0.068
753,14/12/2016,0,5.397,2.8,0.062
754,15/12/2016,2,5.151,2.7,0.06
755,16/12/2016,3,8.557,3.6,0.099
756,17/12/2016,40,143.11,48.4,1.656
757,18/12/2016,0,25.319,10.8,0.293
758,19/12/2016,0,12.273,2.9,0.142
759,20/12/2016,0,10.184,2,0.118
760,21/12/2016,0,9.163,2,0.106
761,22/12/2016,0,8.212,2.4,0.095
762,23/12/2016,0,8.048,2.3,0.093
763,24/12/2016,0,7.243,2.7,0.084
764,25/12/2016,50.5,157.052,116,1.818
765,26/12/2016,0,26.568,35.1,0.308
766,27/12/2016,0,11.959,4.1,0.138
767,28/12/2016,0,9.715,2.8,0.112
768,29/12/2016,0,8.752,2.7,0.101
769,30/12/2016,0,7.994,2.5,0.093
770,31/12/2016,0,7.896,2.7,0.091
771,1/01/2017,0,7.153,2.5,0.083
772,2/01/2017,2,7.164,2.4,0.083
773,3/01/2017,0,8.652,2.4,0.1
774,4/01/2017,1.5,7.005,2.5,0.081
775,5/01/2017,0.5,9.559,2.8,0.111
776,6/01/2017,0.5,7.935,2.3,0.092
777,7/01/2017,0,7.213,2.3,0.083
778,8/01/2017,0,6.537,2.2,0.076
779,9/01/2017,0,6.128,2.3,0.071
780,10/01/2017,18.5,30.358,13.9,0.351
781,11/01/2017,0,26.742,13.5,0.31
782,12/01/2017,0.5,9.065,2.8,0.105
783,13/01/2017,0,7.368,2.5,0.085
784,14/01/2017,0,6.529,2.9,0.076
785,15/01/2017,0,6.143,3.1,0.071
786,16/01/2017,0,5.636,2.9,0.065
787,17/01/2017,0,5.33,2.7,0.062
788,18/01/2017,0,5.408,2.9,0.063
789,19/01/2017,0,4.737,3.2,0.055
790,20/01/2017,0,2.67,3.6,0.031
791,21/01/2017,16,20.585,13.6,0.238
792,22/01/2017,0,14.103,9.2,0.163
793,23/01/2017,0,4.609,3,0.053
794,24/01/2017,0,3.605,2.4,0.042
795,25/01/2017,0.5,5.426,2.6,0.063
796,26/01/2017,0,5.809,2.7,0.067
797,27/01/2017,0,6.464,3,0.075
798,28/01/2017,0,5.997,2.7,0.069
799,29/01/2017,0,5.412,3,0.063
800,30/01/2017,0,5.192,2.7,0.06
801,31/01/2017,0,4.967,2.9,0.057
802,1/02/2017,0,4.893,2.9,0.057
803,2/02/2017,4.5,5.199,2.9,0.06
804,3/02/2017,0,8.596,4.9,0.099
805,4/02/2017,0,5.276,3.1,0.061
806,5/02/2017,0,5.293,3.3,0.061
807,6/02/2017,0,4.804,3.9,0.056
808,7/02/2017,0,4.685,4.8,0.054
809,8/02/2017,3.5,5.535,3.8,0.064
810,9/02/2017,4.5,12.87,4.8,0.149
811,10/02/2017,0,8.759,3,0.101
812,11/02/2017,0,5.301,2.9,0.061
813,12/02/2017,0,2.919,3.4,0.034
814,13/02/2017,0,1.623,4.5,0.019
815,14/02/2017,0,1.095,5.3,0.013
816,15/02/2017,0,1.143,4.1,0.013
817,16/02/2017,0,1.268,2.9,0.015
818,17/02/2017,0,1.574,3.9,0.018
819,18/02/2017,0.5,1.541,3.8,0.018
820,19/02/2017,0,6.525,5.1,0.076
821,20/02/2017,0,1.953,4.6,0.023
822,21/02/2017,0,1.369,4.2,0.016
823,22/02/2017,0,1.113,3.2,0.013
824,23/02/2017,0,2.101,3.2,0.024
825,24/02/2017,0,2.808,4.2,0.032
826,25/02/2017,19.5,52.513,39.9,0.608
827,26/02/2017,4,15.724,19.4,0.182
828,27/02/2017,3,11.47,4.9,0.133
829,28/02/2017,2,8.309,4.3,0.096
830,1/03/2017,7.5,13.447,6.8,0.156
831,2/03/2017,4.5,17.879,8,0.207
832,3/03/2017,2,12.27,7.7,0.142
833,4/03/2017,17.5,26.574,16.5,0.308
834,5/03/2017,4,25.892,19,0.3
835,6/03/2017,1.5,15.611,14.7,0.181
836,7/03/2017,0,10.097,15.8,0.117
837,8/03/2017,0.5,7.753,10.8,0.09
838,9/03/2017,1.5,7.756,11.4,0.09
839,10/03/2017,2.5,10.25,20.5,0.119
840,11/03/2017,0,7.58,18.9,0.088
841,12/03/2017,0,6.49,14,0.075
842,13/03/2017,0,6.089,13,0.07
843,14/03/2017,0.5,5.845,9.7,0.068
844,15/03/2017,12,20.99,20,0.243
845,16/03/2017,2.5,22.296,15.5,0.258
846,17/03/2017,10,33.978,14.5,0.393
847,18/03/2017,0.5,18.308,8.9,0.212
848,19/03/2017,28.5,146.094,30.6,1.691
849,20/03/2017,7,129.263,17.2,1.496
850,21/03/2017,0,47.474,8.1,0.549
851,22/03/2017,29,160.943,39.8,1.863
852,23/03/2017,5,397.665,55.5,4.603
853,24/03/2017,4.5,69.278,9.9,0.802
854,25/03/2017,2,58.533,6.3,0.677
855,26/03/2017,2,40.898,3.2,0.473
856,27/03/2017,0,34.848,3.3,0.403
857,28/03/2017,0,26.922,2.7,0.312
858,29/03/2017,0,22,2.4,0.255
859,30/03/2017,0,19.919,2.3,0.231
860,31/03/2017,15,83.756,19.1,0.969
861,1/04/2017,0,68.838,8.7,0.797
862,2/04/2017,0,40.144,3.7,0.465
863,3/04/2017,0,30.338,5.7,0.351
864,4/04/2017,7.5,41.515,11.3,0.48
865,5/04/2017,2.5,37.145,5.7,0.43
866,6/04/2017,1,33.943,4.8,0.393
867,7/04/2017,0,25.996,3,0.301
868,8/04/2017,0,23.085,3,0.267
869,9/04/2017,0,20.985,3.1,0.243
870,10/04/2017,5.5,30.408,8,0.352
871,11/04/2017,0,28.294,12,0.327
872,12/04/2017,0,20.811,3.4,0.241
873,13/04/2017,0,20.151,3.2,0.233
874,14/04/2017,0,18.712,3.1,0.217
875,15/04/2017,0,17.913,2.5,0.207
876,16/04/2017,0,16.792,2.3,0.194
877,17/04/2017,0,15.704,2.3,0.182
878,18/04/2017,0,15.118,2.2,0.175
879,19/04/2017,2,15.4,2.3,0.178
880,20/04/2017,0,14.812,2.4,0.171
881,21/04/2017,0,14.307,2.2,0.166
882,22/04/2017,0,14.2,2.4,0.164
883,23/04/2017,0,14.417,2,0.167
884,24/04/2017,0,13.582,2.1,0.157
885,25/04/2017,0,14.21,2,0.164
886,26/04/2017,1,12.733,3.1,0.147
887,27/04/2017,1.5,14.864,2.4,0.172
888,28/04/2017,0,14.406,2.6,0.167
889,29/04/2017,0,12.821,2,0.148
890,30/04/2017,0,12.136,2.9,0.14
891,1/05/2017,0,11.854,2.1,0.137
892,2/05/2017,0,12.464,2,0.144
893,3/05/2017,0,13.28,2.5,0.154
894,4/05/2017,0,12.644,2.9,0.146
895,5/05/2017,0,12.368,2.8,0.143
896,6/05/2017,0,33.242,1.9,0.385
897,7/05/2017,0,46.692,1.8,0.54
898,8/05/2017,0,18.601,2.1,0.215
899,9/05/2017,0,13.316,1.9,0.154
900,10/05/2017,0,10.945,2.1,0.127
901,11/05/2017,0,10.064,2.4,0.116
902,12/05/2017,0,9.865,1.8,0.114
903,13/05/2017,0,9.203,2.7,0.107
904,14/05/2017,0,8.896,4.8,0.103
905,15/05/2017,2,8.896,6.9,0.103
906,16/05/2017,0,10.726,10.3,0.124
907,17/05/2017,0,11.728,12,0.136
908,18/05/2017,0,11.408,11.8,0.132
909,19/05/2017,0.5,11.387,13.3,0.132
910,20/05/2017,1.5,12.227,14.2,0.142
911,21/05/2017,21,65.453,32.6,0.758
912,22/05/2017,0,18.745,10.1,0.217
913,23/05/2017,0,14.76,2.7,0.171
914,24/05/2017,0,12.662,2,0.147
915,25/05/2017,2.5,15.964,2.8,0.185
916,26/05/2017,0,12.851,2.4,0.149
917,27/05/2017,0,12.054,2.4,0.14
918,28/05/2017,0,12.871,3.3,0.149
919,29/05/2017,1,11.409,2.4,0.132
920,30/05/2017,0,11.724,2.4,0.136
921,31/05/2017,0,10.855,2.9,0.126
922,1/06/2017,0,10.442,1.9,0.121
923,2/06/2017,0,10.295,2.5,0.119
924,3/06/2017,0,9.429,2.1,0.109
925,4/06/2017,0,10.547,2,0.122
926,5/06/2017,0,9.815,11.1,0.114
927,6/06/2017,0,9.241,2.4,0.107
928,7/06/2017,1,6.469,2.7,0.075
929,8/06/2017,8,21.463,9.8,0.248
930,9/06/2017,2,31.102,22.9,0.36
931,10/06/2017,7,12.744,7.7,0.148
932,11/06/2017,17.5,85.628,38.9,0.991
933,12/06/2017,1,37.204,11.5,0.431
934,13/06/2017,0,21.328,4.2,0.247
935,14/06/2017,0,18.975,3.2,0.22
936,15/06/2017,0,19.829,3.1,0.23
937,16/06/2017,0,18.489,2.4,0.214
938,17/06/2017,0,17.506,2.3,0.203
939,18/06/2017,0,16.846,1.8,0.195
940,19/06/2017,0,16.309,1.7,0.189
941,20/06/2017,0,16.179,1.7,0.187
942,21/06/2017,0,15.513,1.8,0.18
943,22/06/2017,0.5,14.365,1.9,0.166
944,23/06/2017,0,13.895,2.4,0.161
945,24/06/2017,0,13.803,2,0.16
946,25/06/2017,0,14.287,1.8,0.165
947,26/06/2017,0,13.885,1.7,0.161
948,27/06/2017,0,13.397,1.6,0.155
949,28/06/2017,0,13.02,1.9,0.151
950,29/06/2017,0,13.166,1.8,0.152
951,30/06/2017,1,13.221,2.1,0.153
952,1/07/2017,0,8.995,1.9,0.104
953,2/07/2017,0,12.326,3.1,0.143
954,3/07/2017,0,12.215,2.1,0.141
955,4/07/2017,0.5,12.352,1.9,0.143
956,5/07/2017,1,13.28,2.3,0.154
957,6/07/2017,0,8.166,2,0.095
958,7/07/2017,0,8.283,2.1,0.096
959,8/07/2017,0,11.096,2.7,0.128
960,9/07/2017,0,10.94,2.4,0.127
961,10/07/2017,0,11.028,2.5,0.128
962,11/07/2017,0,10.54,2.6,0.122
